State,Code,Year,MurderRate,DeathPenalty,Population,EstBlackPercent,UrbanPercent,AvgEducation,EducEquity,AvgIdeology,CitizenIdeology,EliteIdeology,DemUpperControl,DemLowerControl,UnifiedGov
Alabama,1,1985,9.8000002,1,4021,25.816481,60,11.60314,89,33.349998,27.877131,38.416672,1,1,1
Alabama,1,1986,10.1,1,4051,25.80814,60,11.71014,89,34.799999,37.791248,49.75,1,1,1
Alabama,1,1987,9.3000002,1,4084,25.799789,60,11.81713,89,34.799999,38.516708,34.42857,1,1,0
Alabama,1,1988,9.8999996,1,4102,25.791451,60,11.92413,89,35.990002,45.029911,40.94643,1,1,0
Alabama,1,1989,10.2,1,4030,25.7831,60,12.03113,89,35.990002,37.472172,31.73214,1,1,0
Alabama,1,1990,11.6,1,4041,25.774759,56.799999,12.13812,89,38.119999,33.83577,29.285721,1,1,0
Alabama,1,1991,11.5,1,4089,25.766411,56.799999,12.24607,89,38.119999,39.809151,33.01786,1,1,0
Alabama,1,1992,11,1,4131,25.75807,56.799999,12.35498,89,39.299999,39.622028,34.57143,1,1,0
Alabama,1,1993,11.6,1,4181,25.74972,56.799999,12.46485,89,39.299999,39.01672,55.133331,1,1,0
Alabama,1,1994,11.9,1,4219,25.741381,56.799999,12.57571,89,40.299999,39.415359,60.25,1,1,0
Alaska,2,1985,9.8000002,0,533,3.4141669,64.300003,13.14187,69,42.380001,38.52906,51.861858,0,1,0
Alaska,2,1986,8.6000004,0,544,3.4424441,64.300003,13.19961,69,42.380001,44.195381,56.450878,0,1,0
Alaska,2,1987,10.1,0,539,3.4707201,64.300003,13.25734,69,42.380001,47.606869,60.937241,0,1,0
Alaska,2,1988,5.6999998,0,542,3.498996,64.300003,13.31507,69,42.380001,48.03413,63.18869,0,1,0
Alaska,2,1989,8,0,547,3.527272,64.300003,13.37281,69,42.380001,39.92857,54.861069,0,1,0
Alaska,2,1990,7.5,0,550,3.555548,61,13.43054,69,42.380001,50.346779,61.29348,0,1,0
Alaska,2,1991,7.4000001,0,570,3.5838251,61,13.48852,69,42.380001,42.252609,49.828159,0.5,1,0
Alaska,2,1992,7.5,0,587,3.6121011,61,13.54675,69,42.380001,46.582512,54.597309,0.5,1,0
Alaska,2,1993,9,0,598,3.640377,61,13.60524,69,42.380001,46.05986,50.895229,0,0.5,0
Alaska,2,1994,6.3000002,0,606,3.668653,61,13.66397,69,41.77,32.85638,40.55368,0,0.5,0
Arizona,3,1985,8,1,3161,2.908592,83.800003,12.65567,74,31.379999,33.112549,36.875,0,0,0
Arizona,3,1986,9.3000002,1,3280,2.946552,83.800003,12.73412,74,31.379999,35.244091,39.049999,0,0,0
Arizona,3,1987,7.5,1,3400,2.9845121,83.800003,12.81257,74,31.379999,38.00145,6.900002,0,0,0
Arizona,3,1988,8.5,1,3489,3.0224719,83.800003,12.89102,74,37.41,37.737202,36.380001,0,0,0
Arizona,3,1989,6.6999998,1,3622,3.060432,83.800003,12.96947,74,37.41,37.225971,48.31834,0,0,0
Arizona,3,1990,7.6999998,1,3665,3.098392,86.5,13.04791,74,29.809999,38.652012,47.330002,0,0,0
Arizona,3,1991,7.8000002,1,3750,3.1363521,86.5,13.12684,74,29.809999,35.661991,31.42667,1,0,0
Arizona,3,1992,8.1000004,1,3835,3.1743121,86.5,13.20624,74,29.809999,43.210171,33.959999,1,0,0
Arizona,3,1993,8.6000004,1,3945,3.2122719,86.5,13.28612,74,29.809999,39.20747,7.618753,0,0,1
Arizona,3,1994,10.5,1,4075,3.250232,86.5,13.36648,74,25.32,33.25238,7.5500031,0,0,1
Arkansas,4,1985,7.9000001,1,2360,16.369749,51.599998,11.52834,83,41.459999,46.153221,66.599998,1,1,1
Arkansas,4,1986,8.1000004,1,2371,16.31863,51.599998,11.6349,83,46.439999,40.696671,62.400002,1,1,1
Arkansas,4,1987,7.5999999,1,2388,16.267521,51.599998,11.74147,83,46.439999,50.925331,74,1,1,1
Arkansas,4,1988,8.6999998,1,2395,16.21641,51.599998,11.84803,83,50.029999,56.596329,80.599998,1,1,1
Arkansas,4,1989,8.3999996,1,2346,16.1653,51.599998,11.9546,83,50.029999,53.948101,78.75,1,1,1
Arkansas,4,1990,10.3,1,2351,16.114189,52,12.06116,83,50.029999,41.137539,62.375,1,1,1
Arkansas,4,1991,11.1,1,2372,16.06308,52,12.16867,83,50.029999,40.27739,63.900002,1,1,1
Arkansas,4,1992,10.8,1,2395,16.011971,52,12.27715,83,51.200001,45.694469,76,1,1,1
Arkansas,4,1993,10.2,1,2426,15.96085,52,12.38659,83,51.200001,42.232029,70.75,1,1,1
Arkansas,4,1994,12,1,2453,15.90974,52,12.497,83,51.200001,40.295879,64.875,1,1,1
California,5,1985,10.5,1,26353,7.8067498,91.300003,12.80108,65,75.650002,50.979271,47.7327,1,1,0
California,5,1986,11.3,1,26977,7.805624,91.300003,12.86666,65,63.93,51.10915,47.407169,1,1,1
California,5,1987,10.6,1,27653,7.8044982,91.300003,12.93224,65,63.93,53.229679,45.614189,1,1,0
California,5,1988,10.4,1,28314,7.803371,91.300003,12.99782,65,42,56.605179,48.8797,1,1,0
California,5,1989,10.9,1,28218,7.8022451,91.300003,13.0634,65,42,55.777328,50.86441,1,1,0
California,5,1990,11.9,1,29760,7.8011189,93.699997,13.12898,65,42.18,53.49765,48.844292,1,1,0
California,5,1991,12.7,1,30380,7.799993,93.699997,13.19489,65,42.18,51.67017,48.406559,1,1,0
California,5,1992,12.7,1,30909,7.7988672,93.699997,13.26113,65,42.400002,52.472,48.919651,1,1,0
California,5,1993,13.1,1,31217,7.79774,93.699997,13.3277,65,42.400002,53.25452,49.397018,1,1,0
California,5,1994,11.8,1,31431,7.7966142,93.699997,13.39461,65,33.59,48.930889,43.749199,1,1,0
Colorado,6,1985,5.8000002,1,3232,3.7636149,80.599998,13.22339,82,40.540001,39.416199,45.133331,0,0,0
Colorado,6,1986,7,1,3265,3.8070159,80.599998,13.29315,82,44.990002,42.599709,48.01667,0,0,0
Colorado,6,1987,5.8000002,1,3293,3.8504169,80.599998,13.3629,82,44.990002,42.35664,45.375,0,0,0
Colorado,6,1988,5.6999998,1,3301,3.8938179,80.599998,13.43265,82,44.799999,51.123871,52.9375,0,0,0
Colorado,6,1989,4.4000001,1,3276,3.9372189,80.599998,13.50241,82,44.799999,45.977489,46.75,0,0,0
Colorado,6,1990,4.1999998,1,3294,3.9806211,83.800003,13.57216,82,44.799999,44.102509,44.1875,0,0,0
Colorado,6,1991,5.9000001,1,3377,4.0240221,83.800003,13.64228,82,44.799999,46.33654,46.834621,0,0,0
Colorado,6,1992,6.1999998,1,3463,4.0674229,83.800003,13.71275,82,44.799999,47.75729,48.104809,0,0,0
Colorado,6,1993,5.8000002,1,3564,4.1108251,83.800003,13.78359,82,44.799999,42.86269,56.388062,0,0,0
Colorado,6,1994,5.4000001,1,3656,4.1542258,83.800003,13.8548,82,46.5,41.300812,54.141102,0,0,0
Connecticut,7,1985,3.8,1,3175,7.728025,78.800003,12.80575,72,66.980003,70.426033,71.418877,0,0,0
Connecticut,7,1986,4.5999999,1,3194,7.832974,78.800003,12.9047,72,76.889999,79.121964,79.204643,0,0,1
Connecticut,7,1987,4.9000001,1,3212,7.937923,78.800003,13.00364,72,76.889999,77.973579,90.125,1,1,1
Connecticut,7,1988,5.4000001,1,3233,8.0428724,78.800003,13.10259,72,76.889999,81.913742,93.5,1,1,1
Connecticut,7,1989,5.9000001,1,3283,8.1478224,78.800003,13.20153,72,64.830002,72.487221,91.019287,1,1,1
Connecticut,7,1990,5.0999999,1,3287,8.2527714,87,13.30048,72,67.18,66.988129,85.626183,1,1,1
Connecticut,7,1991,5.6999998,1,3291,8.3577204,87,13.40016,72,67.18,61.638069,70.900497,1,1,0
Connecticut,7,1992,5.0999999,1,3279,8.4626694,87,13.5006,72,67.580002,66.204002,73.457512,1,1,0
Connecticut,7,1993,6.3000002,1,3278,8.5676193,87,13.60178,72,67.580002,62.474499,71.138313,1,1,0
Connecticut,7,1994,6.5999999,1,3275,8.6725683,87,13.70373,72,57.869999,55.51228,61.482552,1,1,0
Delaware,8,1985,4.8000002,1,618,16.91016,70.599998,12.56744,92,52.349998,46.20871,33.767681,1,0,0
Delaware,8,1986,4.9000001,1,626,17.168631,70.599998,12.65357,92,36.810001,48.824249,33.745121,1,0,0
Delaware,8,1987,5.0999999,1,637,17.427099,70.599998,12.73971,92,36.810001,59.77681,48.868599,1,0,0
Delaware,8,1988,5.1999998,1,648,17.68557,70.599998,12.82585,92,27.379999,48.765591,40.980789,1,0,0
Delaware,8,1989,5.0999999,1,660,17.94404,70.599998,12.91199,92,27.379999,49.569771,25.506399,1,0,0
Delaware,8,1990,5,1,658,18.202511,79.199997,12.99812,92,27.379999,57.284389,42.673779,1,0,0
Delaware,8,1991,5.4000001,1,666,18.460991,79.199997,13.08484,92,27.379999,55.069382,37.716461,1,0,0
Delaware,8,1992,4.5999999,1,690,18.71946,79.199997,13.17212,92,27.299999,59.661789,41.745731,1,0,0
Delaware,8,1993,5,1,698,18.97793,79.199997,13.26,92,27.299999,54.858509,73.263412,1,0,0
Delaware,8,1994,4.6999998,1,706,19.236401,79.199997,13.34846,92,38.07,54.824108,72.134758,1,0,0
Florida,9,1985,11.4,1,11367,13.71161,84.300003,12.31098,79,40.970001,38.587479,60,1,1,1
Florida,9,1986,11.7,1,11688,13.61936,84.300003,12.39747,79,43.639999,35.669258,56.846149,1,1,1
Florida,9,1987,11.4,1,12022,13.5271,84.300003,12.48395,79,43.639999,40.333389,37.35714,1,1,0
Florida,9,1988,11.4,1,12335,13.43484,84.300003,12.57043,79,40.5,41.697769,39.10714,1,1,0
Florida,9,1989,11.1,1,12638,13.34259,84.300003,12.65691,79,40.5,43.43346,41.22744,1,1,0
Florida,9,1990,10.7,1,12938,13.25033,88,12.74339,79,40.5,41.88308,40.13055,1,1,0
Florida,9,1991,9.3999996,1,13277,13.15807,88,12.83047,79,40.5,42.77663,66.560677,1,1,1
Florida,9,1992,9,1,13510,13.06582,88,12.91814,79,43.049999,44.751598,67.29409,1,1,1
Florida,9,1993,8.8999996,1,13726,12.97356,88,13.0064,79,43.049999,46.800961,70.402603,0.5,1,0
Florida,9,1994,8.3000002,1,13953,12.8813,88,13.09527,79,43.049999,42.85112,62.02034,0.5,1,0
Georgia,10,1985,10.4,1,5975,26.902599,62.400002,11.85983,86,33.220001,25.48201,34.388889,1,1,1
Georgia,10,1986,11.2,1,6101,26.9538,62.400002,11.9851,86,33.220001,23.633261,32.111111,1,1,1
Georgia,10,1987,11.8,1,6227,27.004999,62.400002,12.11036,86,33.220001,39.64835,55.25,1,1,1
Georgia,10,1988,11.7,1,6342,27.05619,62.400002,12.23562,86,33.669998,40.535549,57.950001,1,1,1
Georgia,10,1989,12.7,1,6411,27.107389,62.400002,12.36089,86,33.669998,31.893881,47.772732,1,1,1
Georgia,10,1990,11.8,1,6478,27.15859,68.699997,12.48615,86,35.599998,37.840889,47.409088,1,1,1
Georgia,10,1991,12.8,1,6623,27.209789,68.699997,12.61269,86,35.599998,36.408508,51.772732,1,1,1
Georgia,10,1992,11,1,6765,27.26099,68.699997,12.7405,86,35.599998,44.470661,61.81818,1,1,1
Georgia,10,1993,11.4,1,6902,27.312189,68.699997,12.86961,86,35.599998,38.067669,63.5625,1,1,1
Georgia,10,1994,10,1,7055,27.36339,68.699997,13.00003,86,43.369999,33.722832,57.4375,1,1,1
Hawaii,11,1985,4.0999999,0,1050,2.111747,86.5,12.62593,100,79.040001,66.762337,78.375,1,1,1
Hawaii,11,1986,4.8000002,0,1064,2.17751,86.5,12.69996,100,79.040001,48.54842,62.333328,1,1,1
Hawaii,11,1987,4.8000002,0,1082,2.243274,86.5,12.77399,100,79.040001,66.814774,86.166656,1,1,1
Hawaii,11,1988,4,0,1098,2.3090379,86.5,12.84801,100,79.040001,81.086906,89.5,1,1,1
Hawaii,11,1989,4.8000002,0,1095,2.3748021,86.5,12.92204,100,79.040001,69.372833,84.833344,1,1,1
Hawaii,11,1990,4,0,1108,2.4405651,90.5,12.99607,100,80.160004,72.074043,89.735626,1,1,1
Hawaii,11,1991,4,0,1135,2.5063291,90.5,13.07053,100,80.160004,77.952217,94.25,1,1,1
Hawaii,11,1992,3.5999999,0,1153,2.572093,90.5,13.14541,100,70.849998,74.957977,90.625,1,1,1
Hawaii,11,1993,3.8,0,1166,2.637856,90.5,13.22071,100,70.849998,82.22216,95.75,1,1,1
Hawaii,11,1994,4.1999998,0,1179,2.70362,90.5,13.29646,100,82.209999,76.733513,90.625,1,1,1
Idaho,12,1985,2.2,1,1005,0.30251849,54,12.74766,77,34.57,16.34495,20.16667,0,0,0
Idaho,12,1986,3.2,1,1003,0.30070359,54,12.81308,77,34.57,23.564569,27.66667,0,0,0
Idaho,12,1987,3.0999999,1,1000,0.29888871,54,12.87849,77,34.57,26.04162,29.66667,0,0,0
Idaho,12,1988,3.5999999,1,1003,0.2970739,54,12.94391,77,37.919998,29.32123,32.916672,0,0,0
Idaho,12,1989,2.5999999,1,994,0.295259,54,13.00933,77,37.919998,20.98237,24.85714,0,0,0
Idaho,12,1990,2.7,1,1007,0.2934441,62.200001,13.07475,77,35.150002,21.926929,23.22698,0,0,0
Idaho,12,1991,1.8,1,1039,0.2916292,62.200001,13.14049,77,35.150002,34.27623,39.40625,0,0,0
Idaho,12,1992,3.5,1,1066,0.28981441,62.200001,13.20657,77,35.150002,40.724609,48.8125,0,0,0
Idaho,12,1993,2.9000001,1,1100,0.28799951,62.200001,13.27298,77,35.150002,35.139061,39.916672,0,0,0
Idaho,12,1994,3.5,1,1133,0.28618461,62.200001,13.33972,77,38.650002,22.917299,27,0,0,0
Illinois,13,1985,8,1,11539,15.0472,83.300003,12.4908,70,37.189999,52.00581,41.712761,1,1,0
Illinois,13,1986,8.8999996,1,11553,15.06306,83.300003,12.59038,70,37.23,52.2901,40.288792,1,1,0
Illinois,13,1987,8.3000002,1,11584,15.07892,83.300003,12.68996,70,37.23,53.427841,42.072201,1,1,0
Illinois,13,1988,8.6000004,1,11614,15.09478,83.300003,12.78954,70,37.23,58.42329,48.334019,1,1,0
Illinois,13,1989,9,1,11410,15.11065,83.300003,12.88911,70,37.23,53.544289,41.383469,1,1,0
Illinois,13,1990,10.3,1,11431,15.12651,86.400002,12.98869,70,43.91,51.47366,38.205078,1,1,0
Illinois,13,1991,11.3,1,11543,15.14237,86.400002,13.08904,70,43.91,50.713749,39.48737,1,1,0
Illinois,13,1992,11.4,1,11610,15.15823,86.400002,13.19016,70,43.25,57.434761,47.805199,1,1,0
Illinois,13,1993,11.4,1,11686,15.17409,86.400002,13.29206,70,43.25,51.635681,29.23657,0,1,0
Illinois,13,1994,11.7,1,11752,15.18995,86.400002,13.39476,70,44.93,47.117691,28.70059,0,1,0
Indiana,14,1985,5.8000002,1,5500,7.824028,64.199997,12.2613,85,9.5799999,38.602791,9.7142878,0,0,1
Indiana,14,1986,6,1,5503,7.9025922,64.199997,12.35117,85,9.4899998,42.607029,11.92857,0,0,1
Indiana,14,1987,5.5999999,1,5530,7.9811568,64.199997,12.44104,85,9.4899998,47.429581,14.59,0,0,1
Indiana,14,1988,6.4000001,1,5556,8.059721,64.199997,12.5309,85,9.4899998,52.341339,17.466669,0,0,0
Indiana,14,1989,6.3000002,1,5524,8.1382856,64.199997,12.62077,85,9.4899998,47.27039,61.01685,0,0.5,0
Indiana,14,1990,6.1999998,1,5544,8.2168503,69.099998,12.71064,85,9.4899998,43.918308,53.856998,0,0,0
Indiana,14,1991,7.5,1,5610,8.2954149,69.099998,12.80115,85,9.4899998,46.148129,60.34375,0,1,0
Indiana,14,1992,8.1999998,1,5652,8.3739786,69.099998,12.89231,85,20.969999,49.886261,64.140633,0,1,0
Indiana,14,1993,7.5,1,5706,8.4525433,69.099998,12.98411,85,20.969999,46.361679,62.787998,0,1,0
Indiana,14,1994,7.9000001,1,5752,8.5311079,69.099998,13.07657,85,21.280001,35.487141,51.28743,0,1,0
Iowa,15,1985,1.9,0,2873,1.5892791,58.599998,12.49591,85,18.17,57.651749,58.108002,1,1,0
Iowa,15,1986,1.8,0,2840,1.623111,58.599998,12.57324,85,18.1,52.207699,52.639999,1,1,0
Iowa,15,1987,2.0999999,0,2823,1.656944,58.599998,12.65057,85,18.1,54.326061,55.023998,1,1,0
Iowa,15,1988,1.7,0,2834,1.690776,58.599998,12.72791,85,20.459999,61.033119,61.880001,1,1,0
Iowa,15,1989,1.9,0,2771,1.7246079,58.599998,12.80524,85,20.459999,49.645592,52.066669,1,1,0
Iowa,15,1990,1.9,0,2777,1.758441,59.400002,12.88257,85,23.030001,49.97662,52.083328,1,1,0
Iowa,15,1991,2,0,2795,1.792273,59.400002,12.96037,85,23.030001,50.021721,46.948002,1,1,0
Iowa,15,1992,1.6,0,2808,1.826105,59.400002,13.03863,85,23.030001,53.04253,51.438332,1,1,0
Iowa,15,1993,2.3,0,2821,1.859938,59.400002,13.11737,85,23.030001,46.271858,36.799999,1,0,0
Iowa,15,1994,1.7,0,2829,1.89377,59.400002,13.19659,85,22.35,42.37067,33.138,1,0,0
Kansas,16,1985,4.9000001,1,2448,5.5778871,66.699997,12.75828,75,28.42,30.491859,34.650002,0,0,0
Kansas,16,1986,4.4000001,1,2459,5.6051221,66.699997,12.83782,75,28.42,30.18224,34.474998,0,0,0
Kansas,16,1987,4.4000001,1,2475,5.6323581,66.699997,12.91736,75,28.42,35.771919,12.2896,0,0,1
Kansas,16,1988,3.4000001,1,2495,5.6595931,66.699997,12.9969,75,28.540001,44.158649,23.725599,0,0,1
Kansas,16,1989,5.5,1,2473,5.6868291,66.699997,13.07644,75,28.540001,33.905418,16.2229,0,0,1
Kansas,16,1990,4,1,2478,5.7140641,69.5,13.15599,75,21.309999,37.608219,21.342501,0,0,1
Kansas,16,1991,6.0999999,1,2495,5.7413001,69.5,13.23601,75,21.309999,33.406219,43.863998,0,1,0
Kansas,16,1992,6,1,2518,5.7685351,69.5,13.31652,75,21.280001,44.992069,58.636002,0,1,0
Kansas,16,1993,6.4000001,1,2535,5.7957711,69.5,13.39753,75,21.280001,37.52972,48.373501,0,0,0
Kansas,16,1994,5.8000002,1,2554,5.8230062,69.5,13.47902,75,22.16,31.99003,41.492001,0,0,0
Kentucky,17,1985,6.9000001,1,3724,7.1019492,50.900002,11.48456,88,47.700001,40.282558,62.5,1,1,1
Kentucky,17,1986,6.6999998,1,3722,7.0310369,50.900002,11.59614,88,44.279999,43.955502,68.800003,1,1,1
Kentucky,17,1987,7.5,1,3723,6.960125,50.900002,11.70772,88,44.279999,45.55233,77,1,1,1
Kentucky,17,1988,6.1999998,1,3727,6.8892131,50.900002,11.81929,88,48.52,48.79615,80.599998,1,1,1
Kentucky,17,1989,7.9000001,1,3677,6.8183012,50.900002,11.93087,88,48.52,38.977741,64,1,1,1
